boro,borough,boardNumber,agencyAcronym,responseId,communityBoardID,isDeleted,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,address,siteOrFacility,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,supporter1,supporter2,currentFYAgencyResponse,currentFYAgencyCategoryResponse,currentFYRanking,currentYearID
BK,Brooklyn,2,DPR,10829,BK2,,"Parks, Cultural, and Other Community Facilities",Needs for Parks,Department of Parks and Recreation (DPR),Capital,"Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","Fort Greene Park Renovation Phases 4, 5, 6",,"BKCB2 recommends full funding of the Parks Dept's stated need for $26M to complete Phases 4, 5, and 6 of the Fort Greene Park renovation including demolishing and constructing a new public restroom at the playground with new utility service; reconstructing the historic pavement and landscaping on the monument plaza wings; and complete reconstruction of the Visitors Center including public restrooms and an addition to accommodate enforcement, rangers and operations space.",Yes,,"FORT GREENE PARK, Brooklyn, NY, USA",,,,,,,,,,,We have funding in place to accommodate phases 1 - 4 of improvements at Fort Greene Park but do not have capital funding available for the visitor's center or restrooms.,Agency supports but cannot accommodate.,1,8239108-10829-2027-BK02-C
BK,Brooklyn,2,BPL,10830,BK2,,"Parks, Cultural, and Other Community Facilities",Needs for Library Services,Brooklyn Public Library (BPL),Capital,"Library facilities, equipment and programs","Create a new, or renovate or upgrade an existing public library",Clinton Hill BPL Renovation,,"BKCB2 recommends $13.5M in increased funding for the Clinton Hill Brooklyn Public Library to cover forecasted needs including facade and window work, heating and cooling improvements, safety enhancements, and an interior renovation.",Yes,"380 WASHINGTON AVENUE, Brooklyn, NY, USA",Clinton Hill BPL,,,,,,,,,,,Brooklyn Public Library supports this request and has identified these capital improvements as an unfunded need.,Agency supports but cannot accommodate.,1,8239108-10830-2027-BK02-C
BK,Brooklyn,2,SCA,10831,BK2,,"Youth, Education, and Child Welfare",Needs for Youth Education,School Construction Authority,Capital,Schools and educational facilities,Renovate other site component,Water Fountains & Bottle Fillers in Public Schools,,BKCB2 recommends funding of water fountains and bottle fillers in public schools.,No,,,,,,,,,,,,,Funding Not Available ,The agency does not understand the request as written and requires more clarification.,1,8239108-10831-2027-BK02-C
BK,Brooklyn,2,NYPD,10832,BK2,,Public Safety and Emergency Services,Needs for Public Safety,New York Police Department (NYPD),Expense,NYPD programs,Increase resources for youth crime prevention programs,Increase Funding for Youth Crime Prevention Programs,,"BKCB2 recommends increased funding for our excellent youth crime prevention programs, and specifically for additional outreach staffing and strategies to guide our youth to fill seats in existing programs.",No,,,,,,,,,,,,,The agency will try to accommodate this issue within existing resources. ,Agency supports but cannot accommodate.,2,8239108-10832-2027-BK02-E
BK,Brooklyn,2,HHC,10833,BK2,,Health Care and Human Services,Needs for Health Care and Facilities,Health and Hospitals Corporation (HHC),Capital,Health care facilities,Provide a new or expanded health care facility,More Substance Abuse Program Mobile Outreach Units,,"BKCB2 recommends increased funding for Street Health Outreach & Wellness (S.H.O.W.) mobile units in and around Downtown Brooklyn and its main arterials: Myrtle, Dekalb, Fulton, and Atlantic. BKCD2 overlaps with the United Hospital Fund code UHF-42 202 in portions of zip codes 11201 and 11205, however the eastern half of our District is underserviced. The medical care, behavioral health resources, harm reduction, and material goods mobile outreach units provide are highly effective.",No,,,,,,,,,,,,,NYC Health + Hospitals is proud to continue supporting the SHOW Van program which has been providing important services throughout the City. The program is constantly evolving; all SHOW Van locations are determined through a needs assessment and program operations are regularly evaluated.,Agency supports but cannot accommodate.,1,8239108-10833-2027-BK02-C
BK,Brooklyn,2,NYCTA,10834,BK2,,Transportation and Mobility,Needs for Transit Services,New York City Transit Authority (NYCTA),Capital,Transit Infrastructure,Repair or upgrade subway stations or other transit infrastructure,Mitigate Flooding at High St Station,,"BKCB2 recommends funding for additional flood mitigation at High St station. In addition to recent investments in escalator renovation, the station needs flooding mitigation, as it is 70 feet underground (90 at its deepest point) and consistently floods during heavy rain and extreme weather events, which are becoming more common.",Yes,,High Street MTA Station,,,,,,,,,,,PLEASE CONTACT THE AGENCY DIRECTLY AND PROMPTLY FOR MORE INFORMATION.,Agency does not support and cannot accommodate.,1,8239108-10834-2027-BK02-C
BK,Brooklyn,2,DOT,10835,BK2,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Traffic and traffic flow,"Improve traffic and pedestrian safety, including traffic calming",Redesign Flushing Ave,,"BKCB2 recommends funding for redesign or study of Flushing Avenue from Bridge Street to Kent Ave, to mitigate dangerous pedestrian conditions. As indicated in our FY24 CD Needs Statement, ""Given the growing congestion of high-speed, east-west vehicular and bicycle traffic, and growing numbers of pedestrians attempting to cross to Wegmans, the Brooklyn Navy Yard, and the water ferry, this thoroughfare has become ever more treacherous. It is an accident waiting to happen. The Board requests better signage, lane markings, and haptic enhancements to differentiate the pedestrian, bicycle, and vehicular lanes."" The Board was deeply saddened by the recent death of Brooklyn Navy Yard employee Theresa Valenti and urges the City to remedy these conditions before another tragedy occurs.",No,,,,,,,,,,,,,"DOT is currently developing additional measures along Flushing Avenue, potentially including signage, markings, and more for this year. We will provide more updates when we have them. ",Agency supports and can accommodate.,2,8239108-10835-2027-BK02-C
BK,Brooklyn,2,OMB,10836,BK2,,"Parks, Cultural, and Other Community Facilities",Needs for Community Boards,Office of Management and Budget (OMB),Expense,Community board facilities and staff,Other community board facilities and staff requests,Public Outreach Budget for the District Office,,"BKCB2 requests a baselined annual budget increase of $26,160 to send an annual direct mailer to the ~80,000 households in BKCD2 to inform them of the City Charter-mandated municipal information, resident assistance, and civic participation opportunities available to them through their Community Board and District Office.  Printing: $0.08/postcard = $6,400 USPS EDDM bulk postage: $0.247/postcard = $19,760  Investing in Community Boards is an investment in accountable, equitable, and responsive government for every New Yorker. Community Boards play a uniquely democratic role in shaping development, addressing neighborhood concerns, ensuring residents have a voice in city decisions, and educating residents about municipal systems and functions. Yet we operate with one third of the staff of City Council offices despite serving a similar-sized population, and are typically allocated an OTPS budget of less than $15k per year. Increasing our baseline budget specifically for outreach purposes would strengthen our ability to reach and engage the public, conduct meaningful planning, and respond effectively to community needs. Outreach will become even more urgent in the coming decade as Community Board term limits take effect, thereby decreasing institutional knowledge and increasing the need for new Member recruitment.",Yes,"350 JAY STREET, Brooklyn, NY, USA","BROOKLYN COMMUNITY BOARD 2, Brooklyn, NY, USA",,,,,,,,,,,"As of the FY 2027 Preliminary Budget, each Community Board’s budget is being maintained.",Agency does not support and cannot accommodate.,1,8239108-10836-2027-BK02-E
MN,Manhattan,9,DOT,10837,MN9,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Other transportation infrastructure requests,Install W141 crosswalk,,Install crosswalk on west 141st and Hamilton Terrace crossing W14st street to increase safety and Park access,Yes,,,,,,,,Hamilton Terrace,West 141st street,,,,DOT can follow up on this request to determine the feasibility. (ARTS case DOT-728878-F9G8 was created to reflect this request.),Agency supports and can accommodate.,5,8239108-10837-2027-MN09-C
MN,Manhattan,9,DOT,10838,MN9,,Transportation and Mobility,Needs for Traffic and Transportation Infrastructure,Department of Transportation (DOT),Capital,Transportation infrastructure,Install streetscape improvements,Convent Ave Crosswalk,,Install crosswalk on 143rd and Convent Ave Crossing on Convent ave,Yes,,,,,,,,Convent Ave,West 143rd street,,,,DOT will conduct a study to determine the feasibility of this request. (ARTS case DOT-728887-M1L8) was created to reflect this request.),Agency supports and can accommodate.,6,8239108-10838-2027-MN09-C
