boro,boardNumber,agencyAcronym,responseId,communityBoardID,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,siteAddress,siteSiteName,siteFacilityName,siteCrossStreet1,siteCrossStreet2,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,currentFYRanking
Brooklyn,4,DOHMH,132,BK4,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"The Bushwick Neighborhood Health Action Center formerly known as the Bushwick District Public Health Office remains a valuable asset with considerable reach and influence on the culture of health in Bushwick. To date, the center and the various programs appear to lack a clear and cohesive role in the community and would benefit from a comprehensive outreach plan, marketing, and opportunities for community engagement around the future of the site.",Yes,,,Bushwick Neighborhood Health Action Center,,,,,,,,,,,4
Brooklyn,5,DOHMH,133,BK5,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"Funding to further the SHOP Healthy Brooklyn (NYC) program in CB5, to include zip code 11239.  The original study completed in CB5 only included zip code 11207 and 11208.      The results of the program outlined the great need for healthy food options in local groceries and bodegas.  The Epi Data Brief generated from the initiative also showed that bodegas make up 51% of the food establishments in the 11207 areas of the district.      Additionally, the brief exposed that for every grocery store, there were 5 fast food restaurants and 10 bodegas.  In addition, during the Shop Health initiative, grocery store and bodega owners were given free marketing tools that promoted healthy food and beverage purchases, as well as free containers/baskets for fruit & vegetable displays.  RESUBMISSION",No,,,,,,,,,,,,,,4
Brooklyn,6,DOHMH,134,BK6,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"Expand health programs in Red Hook to address needs identified in the Red Hook Community Health Needs and Assets Assessment (CHNAA). The CHNAA was conducted with support from the NYU Langone Health Community Service Plan. The assessment was planned by a team of six organizations: The Alex House Project, Family Health Centers at NYU Langone, Good Shepherd Services, NYU Langone Health Department of Population Health, Red Hook Community Justice Center, and the Red Hook Initiative. According to surveys, focus groups, and data research, top issues are asthma, mental health and diabetes",No,,,,,,,,,,,,,,7
Brooklyn,6,DOHMH,135,BK6,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"Conduct narrowly targeted community health assessments in low-income sections of the district, rather than rely solely on district-wide data. The district’s data (health, economic, social, and population health related) is based on the district as a whole (or in some cases at the zip code level); unfortunately, as a whole, the district has excellent health. However, this masks the inequities in specific communities within the district. The Community Health Needs and Assets study by NYU Langone and Red Hook community partners identified high rates and concerns about asthma, diabetes and heart disease.",No,,,,,,,,,,,,,,11
Brooklyn,6,DOHMH,136,BK6,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"Expand the DOHMH’s healthy food access programs such as Shop Healthy, healthy corner stores, Green Carts and the FRESH programnto include Red Hook. Access to healthy affordable foods has long been a challenge for residents of Red Hook, but the neighborhood is not eligible for these healthy food access programs. : In the 2018 Community Health Needs and Assets Assessment by NYU Langone, Red Hook Initiative, Good Shephard Services and several other community partners, Healthy food options seem limited and too expensive to many Red Hook residents. 58% of survey respondents reported not having places in the neighborhood to buy affordable fresh fruits and vegetables.",No,,,,,,,,,,,,,,22
Brooklyn,8,DOHMH,137,BK8,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"We urge the City to make all multiple dwelling housing units smoke-free, and also increase awareness of the dangers of smoking and secondhand smoke inhalation. Current City Council proposed legislation to monitor air quality in multiple dwelling buildings fail to account for the impacts on air quality that cigarette smoke has, and thus, legislation to eliminate smoking indoors in multiple dwellings will protect residents with smoking neighbors from having to move and/or face dangerous health issues if they cannot afford to move. ",No,,,,,,,,,,,,,,22
Brooklyn,13,DOHMH,138,BK13,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"We need to address air quality issues in  Coney Island, Brighton Beach, Gravesend and Sea Gate.  We realized that people did not properly eliminate molds from their buildings.  People who are sensitive to molds have become sick and we need to test the air quality at these locations.  With better technology, air monitors can isolate the problem.",No,,,,,,,,,,,,,,11
Brooklyn,13,DOHMH,139,BK13,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"Coney Island historically suffers from a high incidence of respiratory illness affecting the neighborhood population, thought to have been initially caused or worsened by the infiltration of mold and poor air quality resulting from the aftermath of Superstorm Sandy.  An epidemiological study of the area's respiratory illnesses, including an in-depth examination of the neighborhood's air quality and other contributing factors, is requested to enable us to effectively advocate for strategies that would improve the quality of the health of our neighbors and our environment.",No,,,,,,,,,,,,,,13
Brooklyn,13,DOHMH,140,BK13,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,We need to address teen pregnancy for our community.  We need more programs in schools and in the community to bring attention to the issue.  ,No,,,,,,,,,,,,,,19
Brooklyn,13,DOHMH,141,BK13,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,"Continued to support to promote flu shots, measles shots and other immunization for the immigrant community.  The outreach must be translated into other languages to reach the target audience.  It must be explain to them that it is essential to vaccinate the family in order not get sick or die.  There are growing Asian, Pakistan, Hispanic, Russian and Ukrainian community that needs translation for immunization programs.",No,,,,,,,,,,,,,,27
Brooklyn,13,DOHMH,142,BK13,Health Care and Human Services,Needs for Health Care and Facilities,Department of Health and Mental Hygiene (DOHMH),Expense,Programs to address other public health issues,Other programs to address public health issues requests,Other programs to address public health issues requests,,Continue Support - There needs to be a drug prescription awareness campaign for the community.  Families need to know if there is any CBO to address this problem.,No,,,,,,,,,,,,,,31
